dmr_variable,form_name,cohort,visit,clinical_variable
MotorStrgthlliopsoasRtAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
ReflexPatellarRtAssmt,NeurologicalExam,at-home-pd,Baseline,NA
ReflexPatellarRtAssmt,NeurologicalExam,at-home-pd,12 months,NA
ReflexPatellarRtAssmt,NeurologicalExam,at-home-pd,24 months,NA
ReflexPatellarRtAssmt,NeurologicalExam,at-home-pd,36 months,NA
ReflexPatellarRtAssmt,NeurologicalExam,super-pd,Baseline,NA
ReflexPatellarRtAssmt,NeurologicalExam,super-pd,Physician_ON,NA
ReflexPatellarRtAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervFaclStrngthFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervFaclStrngthFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervFaclStrngthFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervFaclStrngthFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervFaclStrngthFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervFaclStrngthFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervFaclStrngthFind,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervShouldShrugWeakFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervShouldShrugWeakFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervShouldShrugWeakFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervShouldShrugWeakFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervShouldShrugWeakFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervShouldShrugWeakFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervShouldShrugWeakFind,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthFasciculationFind,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthFasciculationFind,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthFasciculationFind,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthFasciculationFind,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthFasciculationFind,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthFasciculationFind,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthFasciculationFind,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthlliopsoasLftAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthlliopsoasLftAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthlliopsoasLftAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthlliopsoasLftAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthlliopsoasLftAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthlliopsoasLftAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthlliopsoasLftAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervFaclNumbnessLoc,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervFaclNumbnessLoc,NeurologicalExam,at-home-pd,12 months,NA
CranlNervFaclNumbnessLoc,NeurologicalExam,at-home-pd,24 months,NA
CranlNervFaclNumbnessLoc,NeurologicalExam,at-home-pd,36 months,NA
CranlNervFaclNumbnessLoc,NeurologicalExam,super-pd,Baseline,NA
CranlNervFaclNumbnessLoc,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervFaclNumbnessLoc,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervTongueOthrFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervTongueOthrFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervTongueOthrFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervTongueOthrFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervTongueOthrFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervTongueOthrFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervTongueOthrFind,NeurologicalExam,super-pd,Physician_OFF,NA
OthrMovmntAtaxiaLoc,NeurologicalExam,at-home-pd,Baseline,NA
OthrMovmntAtaxiaLoc,NeurologicalExam,at-home-pd,12 months,NA
OthrMovmntAtaxiaLoc,NeurologicalExam,at-home-pd,24 months,NA
OthrMovmntAtaxiaLoc,NeurologicalExam,at-home-pd,36 months,NA
OthrMovmntAtaxiaLoc,NeurologicalExam,super-pd,Baseline,NA
OthrMovmntAtaxiaLoc,NeurologicalExam,super-pd,Physician_ON,NA
OthrMovmntAtaxiaLoc,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthGastrocnmusRtAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthGastrocnmusRtAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthGastrocnmusRtAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthGastrocnmusRtAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthGastrocnmusRtAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthGastrocnmusRtAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthGastrocnmusRtAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
NeuroExamFind,NeurologicalExam,at-home-pd,Baseline,NA
NeuroExamFind,NeurologicalExam,at-home-pd,12 months,NA
NeuroExamFind,NeurologicalExam,at-home-pd,24 months,NA
NeuroExamFind,NeurologicalExam,at-home-pd,36 months,NA
NeuroExamFind,NeurologicalExam,super-pd,Baseline,NA
NeuroExamFind,NeurologicalExam,super-pd,Physician_ON,NA
NeuroExamFind,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthDeltoidLftAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthDeltoidLftAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthDeltoidLftAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthDeltoidLftAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthDeltoidLftAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthDeltoidLftAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthDeltoidLftAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
SeriousAdvrsEvntInd,AdverseEvents,at-home-pd,Baseline,NA
SeriousAdvrsEvntInd,AdverseEvents,at-home-pd,12 months,NA
SeriousAdvrsEvntInd,AdverseEvents,at-home-pd,24 months,NA
SeriousAdvrsEvntInd,AdverseEvents,at-home-pd,36 months,NA
SeriousAdvrsEvntInd,AdverseEvents,super-pd,Baseline,NA
SeriousAdvrsEvntInd,AdverseEvents,super-pd,Physician_ON,NA
SeriousAdvrsEvntInd,AdverseEvents,super-pd,Physician_OFF,NA
AdverseEvntEndDateTime,AdverseEvents,at-home-pd,Baseline,NA
AdverseEvntEndDateTime,AdverseEvents,at-home-pd,12 months,NA
AdverseEvntEndDateTime,AdverseEvents,at-home-pd,24 months,NA
AdverseEvntEndDateTime,AdverseEvents,at-home-pd,36 months,NA
AdverseEvntEndDateTime,AdverseEvents,super-pd,Baseline,NA
AdverseEvntEndDateTime,AdverseEvents,super-pd,Physician_ON,NA
AdverseEvntEndDateTime,AdverseEvents,super-pd,Physician_OFF,NA
AdvEvntOthrActionTakenTyp,AdverseEvents,at-home-pd,Baseline,NA
AdvEvntOthrActionTakenTyp,AdverseEvents,at-home-pd,12 months,NA
AdvEvntOthrActionTakenTyp,AdverseEvents,at-home-pd,24 months,NA
AdvEvntOthrActionTakenTyp,AdverseEvents,at-home-pd,36 months,NA
AdvEvntOthrActionTakenTyp,AdverseEvents,super-pd,Baseline,NA
AdvEvntOthrActionTakenTyp,AdverseEvents,super-pd,Physician_ON,NA
AdvEvntOthrActionTakenTyp,AdverseEvents,super-pd,Physician_OFF,NA
AdvrsEvntDuringStudyInd,AdverseEvents,at-home-pd,Baseline,NA
AdvrsEvntDuringStudyInd,AdverseEvents,at-home-pd,12 months,NA
AdvrsEvntDuringStudyInd,AdverseEvents,at-home-pd,24 months,NA
AdvrsEvntDuringStudyInd,AdverseEvents,at-home-pd,36 months,NA
AdvrsEvntDuringStudyInd,AdverseEvents,super-pd,Baseline,NA
AdvrsEvntDuringStudyInd,AdverseEvents,super-pd,Physician_ON,NA
AdvrsEvntDuringStudyInd,AdverseEvents,super-pd,Physician_OFF,NA
AdvrsEvntSeverScale,AdverseEvents,at-home-pd,Baseline,NA
AdvrsEvntSeverScale,AdverseEvents,at-home-pd,12 months,NA
AdvrsEvntSeverScale,AdverseEvents,at-home-pd,24 months,NA
AdvrsEvntSeverScale,AdverseEvents,at-home-pd,36 months,NA
AdvrsEvntSeverScale,AdverseEvents,super-pd,Baseline,NA
AdvrsEvntSeverScale,AdverseEvents,super-pd,Physician_ON,NA
AdvrsEvntSeverScale,AdverseEvents,super-pd,Physician_OFF,NA
AdvEvntStdyIntrvntActTakenTyp,AdverseEvents,at-home-pd,Baseline,NA
AdvEvntStdyIntrvntActTakenTyp,AdverseEvents,at-home-pd,12 months,NA
AdvEvntStdyIntrvntActTakenTyp,AdverseEvents,at-home-pd,24 months,NA
AdvEvntStdyIntrvntActTakenTyp,AdverseEvents,at-home-pd,36 months,NA
AdvEvntStdyIntrvntActTakenTyp,AdverseEvents,super-pd,Baseline,NA
AdvEvntStdyIntrvntActTakenTyp,AdverseEvents,super-pd,Physician_ON,NA
AdvEvntStdyIntrvntActTakenTyp,AdverseEvents,super-pd,Physician_OFF,NA
AdvrsEvntVerbatimTermText,AdverseEvents,at-home-pd,Baseline,aeterm
AdvrsEvntVerbatimTermText,AdverseEvents,at-home-pd,12 months,aeterm
AdvrsEvntVerbatimTermText,AdverseEvents,at-home-pd,24 months,aeterm
AdvrsEvntVerbatimTermText,AdverseEvents,at-home-pd,36 months,NA
AdvrsEvntVerbatimTermText,AdverseEvents,super-pd,Baseline,NA
AdvrsEvntVerbatimTermText,AdverseEvents,super-pd,Physician_ON,NA
AdvrsEvntVerbatimTermText,AdverseEvents,super-pd,Physician_OFF,NA
AdvEvntRelatednessScalePDBP,AdverseEvents,at-home-pd,Baseline,NA
AdvEvntRelatednessScalePDBP,AdverseEvents,at-home-pd,12 months,NA
AdvEvntRelatednessScalePDBP,AdverseEvents,at-home-pd,24 months,NA
AdvEvntRelatednessScalePDBP,AdverseEvents,at-home-pd,36 months,NA
AdvEvntRelatednessScalePDBP,AdverseEvents,super-pd,Baseline,NA
AdvEvntRelatednessScalePDBP,AdverseEvents,super-pd,Physician_ON,NA
AdvEvntRelatednessScalePDBP,AdverseEvents,super-pd,Physician_OFF,NA
AdvrsEvntStartDateTime,AdverseEvents,at-home-pd,Baseline,onsetdt
AdvrsEvntStartDateTime,AdverseEvents,at-home-pd,12 months,onsetdt
AdvrsEvntStartDateTime,AdverseEvents,at-home-pd,24 months,onsetdt
AdvrsEvntStartDateTime,AdverseEvents,at-home-pd,36 months,NA
AdvrsEvntStartDateTime,AdverseEvents,super-pd,Baseline,NA
AdvrsEvntStartDateTime,AdverseEvents,super-pd,Physician_ON,NA
AdvrsEvntStartDateTime,AdverseEvents,super-pd,Physician_OFF,NA
AdvrsEvntOutcomStatus,AdverseEvents,at-home-pd,Baseline,NA
AdvrsEvntOutcomStatus,AdverseEvents,at-home-pd,12 months,NA
AdvrsEvntOutcomStatus,AdverseEvents,at-home-pd,24 months,NA
AdvrsEvntOutcomStatus,AdverseEvents,at-home-pd,36 months,NA
AdvrsEvntOutcomStatus,AdverseEvents,super-pd,Baseline,NA
AdvrsEvntOutcomStatus,AdverseEvents,super-pd,Physician_ON,NA
AdvrsEvntOutcomStatus,AdverseEvents,super-pd,Physician_OFF,NA
FamHistMedclCondInd,FamilyHistory,at-home-pd,Baseline,NA
FamHistMedclCondInd,FamilyHistory,at-home-pd,12 months,NA
FamHistMedclCondInd,FamilyHistory,at-home-pd,24 months,NA
FamHistMedclCondInd,FamilyHistory,at-home-pd,36 months,NA
FamHistMedclCondInd,FamilyHistory,super-pd,Baseline,NA
FamHistMedclCondInd,FamilyHistory,super-pd,Physician_ON,NA
FamHistMedclCondInd,FamilyHistory,super-pd,Physician_OFF,NA
FamHistMedclCondTyp,FamilyHistory,at-home-pd,Baseline,NA
FamHistMedclCondTyp,FamilyHistory,at-home-pd,12 months,NA
FamHistMedclCondTyp,FamilyHistory,at-home-pd,24 months,NA
FamHistMedclCondTyp,FamilyHistory,at-home-pd,36 months,NA
FamHistMedclCondTyp,FamilyHistory,super-pd,Baseline,NA
FamHistMedclCondTyp,FamilyHistory,super-pd,Physician_ON,NA
FamHistMedclCondTyp,FamilyHistory,super-pd,Physician_OFF,NA
FamHistMedclCondReltvTyp,FamilyHistory,at-home-pd,Baseline,NA
FamHistMedclCondReltvTyp,FamilyHistory,at-home-pd,12 months,NA
FamHistMedclCondReltvTyp,FamilyHistory,at-home-pd,24 months,NA
FamHistMedclCondReltvTyp,FamilyHistory,at-home-pd,36 months,NA
FamHistMedclCondReltvTyp,FamilyHistory,super-pd,Baseline,NA
FamHistMedclCondReltvTyp,FamilyHistory,super-pd,Physician_ON,NA
FamHistMedclCondReltvTyp,FamilyHistory,super-pd,Physician_OFF,NA
UPDRStScaleSchEngDalLivScl,ModSchwabAndEnglandScale,at-home-pd,Baseline,tscaleschengdallivscl
UPDRStScaleSchEngDalLivScl,ModSchwabAndEnglandScale,at-home-pd,12 months,tscaleschengdallivscl
UPDRStScaleSchEngDalLivScl,ModSchwabAndEnglandScale,at-home-pd,24 months,tscaleschengdallivscl
UPDRStScaleSchEngDalLivScl,ModSchwabAndEnglandScale,at-home-pd,36 months,NA
UPDRStScaleSchEngDalLivScl,ModSchwabAndEnglandScale,super-pd,Baseline,NA
UPDRStScaleSchEngDalLivScl,ModSchwabAndEnglandScale,super-pd,Physician_ON,NA
UPDRStScaleSchEngDalLivScl,ModSchwabAndEnglandScale,super-pd,Physician_OFF,NA
EarlyTerm_StopFactor,EarlyTerminationQuest,at-home-pd,Baseline,reasonpw
EarlyTerm_StopFactor,EarlyTerminationQuest,at-home-pd,12 months,NA
EarlyTerm_StopFactor,EarlyTerminationQuest,at-home-pd,24 months,NA
EarlyTerm_StopFactor,EarlyTerminationQuest,at-home-pd,36 months,NA
EarlyTerm_StopFactor,EarlyTerminationQuest,super-pd,Baseline,reasonpw
EarlyTerm_StopFactor,EarlyTerminationQuest,super-pd,Physician_ON,NA
EarlyTerm_StopFactor,EarlyTerminationQuest,super-pd,Physician_OFF,NA
EarlyTerm_StopPrtpWhy,EarlyTerminationQuest,at-home-pd,Baseline,NA
EarlyTerm_StopPrtpWhy,EarlyTerminationQuest,at-home-pd,12 months,NA
EarlyTerm_StopPrtpWhy,EarlyTerminationQuest,at-home-pd,24 months,NA
EarlyTerm_StopPrtpWhy,EarlyTerminationQuest,at-home-pd,36 months,NA
EarlyTerm_StopPrtpWhy,EarlyTerminationQuest,super-pd,Baseline,NA
EarlyTerm_StopPrtpWhy,EarlyTerminationQuest,super-pd,Physician_ON,NA
EarlyTerm_StopPrtpWhy,EarlyTerminationQuest,super-pd,Physician_OFF,NA
EarlyTerm_ImportntFactor,EarlyTerminationQuest,at-home-pd,Baseline,NA
EarlyTerm_ImportntFactor,EarlyTerminationQuest,at-home-pd,12 months,NA
EarlyTerm_ImportntFactor,EarlyTerminationQuest,at-home-pd,24 months,NA
EarlyTerm_ImportntFactor,EarlyTerminationQuest,at-home-pd,36 months,NA
EarlyTerm_ImportntFactor,EarlyTerminationQuest,super-pd,Baseline,NA
EarlyTerm_ImportntFactor,EarlyTerminationQuest,super-pd,Physician_ON,NA
EarlyTerm_ImportntFactor,EarlyTerminationQuest,super-pd,Physician_OFF,NA
EarlyTerm_StdySatisfctn,EarlyTerminationQuest,at-home-pd,Baseline,NA
EarlyTerm_StdySatisfctn,EarlyTerminationQuest,at-home-pd,12 months,NA
EarlyTerm_StdySatisfctn,EarlyTerminationQuest,at-home-pd,24 months,NA
EarlyTerm_StdySatisfctn,EarlyTerminationQuest,at-home-pd,36 months,NA
EarlyTerm_StdySatisfctn,EarlyTerminationQuest,super-pd,Baseline,NA
EarlyTerm_StdySatisfctn,EarlyTerminationQuest,super-pd,Physician_ON,NA
EarlyTerm_StdySatisfctn,EarlyTerminationQuest,super-pd,Physician_OFF,NA
EarlyTerm_Expectns,EarlyTerminationQuest,at-home-pd,Baseline,NA
EarlyTerm_Expectns,EarlyTerminationQuest,at-home-pd,12 months,NA
EarlyTerm_Expectns,EarlyTerminationQuest,at-home-pd,24 months,NA
EarlyTerm_Expectns,EarlyTerminationQuest,at-home-pd,36 months,NA
EarlyTerm_Expectns,EarlyTerminationQuest,super-pd,Baseline,NA
EarlyTerm_Expectns,EarlyTerminationQuest,super-pd,Physician_ON,NA
EarlyTerm_Expectns,EarlyTerminationQuest,super-pd,Physician_OFF,NA
EarlyTerm_PrtpWhy,EarlyTerminationQuest,at-home-pd,Baseline,NA
EarlyTerm_PrtpWhy,EarlyTerminationQuest,at-home-pd,12 months,NA
EarlyTerm_PrtpWhy,EarlyTerminationQuest,at-home-pd,24 months,NA
EarlyTerm_PrtpWhy,EarlyTerminationQuest,at-home-pd,36 months,NA
EarlyTerm_PrtpWhy,EarlyTerminationQuest,super-pd,Baseline,NA
EarlyTerm_PrtpWhy,EarlyTerminationQuest,super-pd,Physician_ON,NA
EarlyTerm_PrtpWhy,EarlyTerminationQuest,super-pd,Physician_OFF,NA
